"air_quality_index (aqi)","city_code (idx)","time","latitude","longitude","city_name","carbon_monoxide (co)","nitrogen_dioxide (no2)","ground_level_ozone (o3)","air_pressure (p)","coarse_particulate_matter (pm10)","fine_particulate_matter (pm2.5)","sulfur_dioxide (so2)","temperature (t)","wind_speed (w)","humidity (h)"
"63.0","3191","2019-03-23 07:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"22.2","3.3",,"23.0","63.0",,,,
"35.0","10875","2019-03-23 06:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"24.2",,"1031.3","18.0","35.0",,"11.6",,
"47.0","7944","2019-03-23 06:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"30.8","4.1","1031.7","47.0","28.0",,"12.2",,"58.5"
"13.0","7946","2019-03-23 06:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"16.1","12.2","1031.7","13.0","24.0",,"12.2",,"58.5"
"57.0","10874","2019-03-23 06:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","7.0","11.6","8.4","1030.7","22.0","57.0","1.3","11.6",,"66.6"
"71.0","5724","2019-03-23 06:00:00.000","51.50735","-0.1277583","London","7.0","22.6","8.4","1030.5","22.0","71.0","1.3","11.6","2.5",
"61.0","3194","2019-03-23 06:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.8","10.0","13.3","1030.6","20.0","61.0","0.2","11.6",,
"71.0","3193","2019-03-23 06:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.3","20.5","8.4","1031.3","24.0","71.0","1.3","11.6",,
"46.0","8919","2019-03-23 06:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"17.8",,"1031.3","24.0","46.0",,"11.6",,
"59.0","3189","2019-03-23 06:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","7.0","7.9","13.0","1030.7","23.0","59.0","2.1","11.6",,"66.6"
"60.0","3166","2019-03-23 06:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.0","12.4","8.4","1030.7","22.0","60.0","1.3","11.6",,"66.6"
"59.0","7949","2019-03-23 06:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1031.2",,"59.0",,"11.6",,
"69.0","7945","2019-03-23 06:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"20.5",,"1031.7","22.0","69.0",,"12.2",,
"64.0","3191","2019-03-23 06:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"14.3","8.2",,"21.0","64.0",,,,
"56.0","7944","2019-03-23 05:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"26.8","2.9","1031.3","56.0","36.0",,"11.6",,
"59.0","3194","2019-03-23 05:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.7","18.1","6.3","1030.3","20.0","59.0","0.2","11.6",,"66.3"
"64.0","3166","2019-03-23 05:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.5","6.9","4.4","1030.3","20.0","64.0","1.5","11.6",,"66.3"
"71.0","3193","2019-03-23 05:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.5","22.6","4.4","1030.3","23.0","71.0","1.5","11.6",,"66.3"
"15.0","7946","2019-03-23 05:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"12.8","13.1","1031.3","15.0","24.0",,"11.6",,
"61.0","7949","2019-03-23 05:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1030.5",,"61.0",,"11.6",,
"36.0","10875","2019-03-23 05:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"22.0",,"1030.7","18.0","36.0",,"11.6",,"66.6"
"46.0","8919","2019-03-23 05:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"17.4",,"1030.7","24.0","46.0",,"11.6",,"66.6"
"63.0","10874","2019-03-23 05:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","7.5","11.8","4.4","1030.3","23.0","63.0","1.5","11.6",,"66.3"
"61.0","3191","2019-03-23 05:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"9.6","12.5","1029.5","20.0","61.0",,,,
"70.0","3193","2019-03-23 04:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","8.5","25.3","2.5","1029.9","25.0","70.0","1.9","12.2",,
"58.0","3191","2019-03-23 04:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"8.1","15.4",,"18.0","58.0",,,"2.5",
"68.0","7949","2019-03-23 04:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1030.3",,"68.0",,"11.6",,
"62.0","7945","2019-03-23 04:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"7.8",,"1030.5","19.0","62.0",,"11.6",,
"18.0","7946","2019-03-23 04:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"16.2","10.5","1030.7","18.0","24.0",,"11.6",,"66.6"
"37.0","10875","2019-03-23 04:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"23.2",,"1030.3","18.0","37.0",,"11.6",,"66.3"
"36.0","7944","2019-03-23 04:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"16.2","7.0","1030.3","17.0","36.0",,"11.6",,"66.3"
"70.0","5724","2019-03-23 04:00:00.000","51.50735","-0.1277583","London","8.5","25.5","2.5","1029.8","25.0","70.0","1.9","12.2","2.5",
"62.0","3191","2019-03-23 03:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"15.8","7.8",,"20.0","62.0",,,,
"61.0","8919","2019-03-23 03:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"24.8",,"1029.9","21.0","61.0",,"12.2",,
"70.0","7949","2019-03-23 03:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.8",,"70.0",,"12.2",,
"20.0","3194","2019-03-23 03:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.3","14.6","9.9","1029.9","20.0","64.0","0.2","12.2",,
"64.0","3166","2019-03-23 03:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","8.5","10.8","2.1","1029.5","22.0","64.0","2.2","12.5",,"64.2"
"72.0","10874","2019-03-23 03:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","8.5","12.1","2.1","1029.5","26.0","72.0","2.2","12.5",,"64.2"
"40.0","10875","2019-03-23 02:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"24.9",,"1029.8","17.0","40.0",,"12.2",,
"63.0","5724","2019-03-23 02:00:00.000","51.50735","-0.1277583","London","10.0","21.6","11.2","1029.2","24.0","63.0","2.5","12.7","3.6",
"65.0","10874","2019-03-23 02:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.9","12.1","2.0","1029.4","29.0","65.0","2.5","12.7",,
"40.0","7944","2019-03-23 02:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"22.9","3.1","1029.8","20.0","40.0",,"12.2",,
"42.0","3191","2019-03-23 02:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"15.6","7.8",,"13.0","42.0",,,,
"63.0","3189","2019-03-23 02:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","9.0","11.2","1029.2","24.0","63.0","2.1","12.7",,
"81.0","3193","2019-03-23 02:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","9.9","26.2","2.0","1029.5","29.0","81.0","2.5","12.5",,
"64.0","3194","2019-03-23 02:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.0","14.9","11.7","1029.5","21.0","64.0","0.2","12.5",,
"20.0","7946","2019-03-23 02:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"27.5","3.8","1029.8","20.0","24.0",,"12.2",,
"57.0","8919","2019-03-23 02:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"21.2",,"1029.4","17.0","57.0",,"12.7",,
"65.0","3166","2019-03-23 02:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.9","17.4","2.0","1029.4","24.0","65.0","2.5","12.7",,
"63.0","7949","2019-03-23 02:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.4",,"63.0",,"12.7",,
"67.0","7945","2019-03-23 02:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"18.2",,"1029.8","22.0","67.0",,"12.2",,
"46.0","10875","2019-03-23 01:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"26.1",,"1029.2","20.0","46.0",,"12.7",,
"68.0","8919","2019-03-23 01:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"21.2",,"1029.2","22.0","68.0",,"12.7",,
"20.0","7946","2019-03-23 01:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"28.5","4.0","1029.4","20.0","24.0",,"12.7",,
"65.0","3166","2019-03-23 01:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","17.4","2.0","1029.2","24.0","65.0","2.5","12.7",,
"72.0","7949","2019-03-23 01:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.2",,"72.0",,"12.7",,
"68.0","10874","2019-03-23 01:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","13.9","2.0","1029.2","27.0","68.0","2.5","12.7",,
"80.0","3193","2019-03-23 01:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","29.2","2.0","1029.2","29.0","80.0","2.5","12.7",,"63.3"
"50.0","7944","2019-03-23 01:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"29.9","2.0","1029.2","35.0","50.0",,"12.7",,
"56.0","7944","2019-03-23 00:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.3","0.3","1029.1","40.0","56.0",,"12.7",,
"57.0","8919","2019-03-23 00:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"24.8",,"1029.1","19.0","57.0",,"12.7",,
"59.0","5724","2019-03-23 00:00:00.000","51.50735","-0.1277583","London","11.2","34.0","10.3","1028.8","21.0","59.0","3.0",,"0.3","88.6"
"55.0","10874","2019-03-23 00:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.2","13.9","1.8","1028.8","29.0","55.0","3.0","12.7",,"62.5"
"70.0","7945","2019-03-23 00:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"21.6",,"1029.2","24.0","70.0",,"12.7",,
"59.0","3189","2019-03-23 00:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.4","13.7","9.8","1028.8","19.0","59.0","2.1","12.7",,"62.5"
"79.0","3193","2019-03-23 00:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.4","34.0","1.7","1029.1","25.0","79.0","2.9","12.7",,
"70.0","7949","2019-03-23 00:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1028.9",,"70.0",,"12.7",,"62.6"
"60.0","3194","2019-03-23 00:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.3","17.4","8.3","1029.2","19.0","60.0","0.2","12.7",,
"22.0","7946","2019-03-23 00:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"28.5","4.0","1029.2","22.0","24.0",,"12.7",,
"59.0","3166","2019-03-23 00:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.4","20.7","1.7","1029.2","23.0","59.0","2.9","12.7",,
"48.0","10875","2019-03-23 00:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"29.3",,"1029.1","20.0","48.0",,"12.7",,
"50.0","8919","2019-03-22 23:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"27.2",,"1028.8","19.0","50.0",,"12.7",,"62.5"
"59.0","7949","2019-03-22 23:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1028.5",,"59.0",,,,"60.5"
"54.0","3194","2019-03-22 23:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","4.2","17.2","10.3","1028.9","17.0","54.0","0.5","9.4","0.3","88.3"
"25.0","7946","2019-03-22 23:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"32.6","2.0","1029.1","25.0","24.0",,"12.7",,
"56.0","3166","2019-03-22 23:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.2","18.7","1.8","1028.8","19.0","56.0","3.0","9.4","0.3","88.5"
"61.0","10874","2019-03-22 23:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.9","15.1","2.6","1028.9","30.0","61.0","3.0","9.4","0.3","88.4"
"52.0","3191","2019-03-22 23:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"26.2","3.5","1028.9","15.0","52.0",,"9.4","0.3","88.3"
"77.0","3193","2019-03-22 23:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.2","33.4","1.8","1028.9","29.0","77.0","3.0","9.4","0.3","88.5"
"55.0","7944","2019-03-22 23:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.4","0.2","1028.8","40.0","55.0",,"12.7",,"62.5"
"42.0","10875","2019-03-22 23:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"28.0",,"1028.8","20.0","42.0",,"12.7",,"62.5"
"65.0","7945","2019-03-22 22:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"34.0",,"1028.5","22.0","65.0",,,,"60.5"
"65.0","7949","2019-03-22 22:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1028.2",,"65.0",,"8.8","0.6",
"50.0","10874","2019-03-22 22:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.6","15.1","2.6","1028.2","30.0","50.0","3.6","8.8","0.2","87.3"
"50.0","3189","2019-03-22 22:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.6","10.8","14.6","1028.2","17.0","50.0","1.8","8.8","0.2","87.4"
"56.0","3191","2019-03-22 22:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"31.1","3.0","1028.4","17.0","56.0",,"9.8","2.2","85.5"
"54.0","3166","2019-03-22 22:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.6","20.3","2.6","1028.1","18.0","54.0","3.6","8.8","0.2","87.1"
"54.0","5724","2019-03-22 22:00:00.000","51.50735","-0.1277583","London","10.6","35.0","13.6","1028.1","18.0","54.0","3.6","8.8","0.3",
"20.0","7946","2019-03-22 21:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"33.8","3.6","1028.3","20.0","24.0",,"8.8","0.5",
"44.0","3194","2019-03-22 21:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.8","14.6","14.0","1028.2","13.0","44.0","0.6","8.8","0.2","87.3"
"55.0","7949","2019-03-22 21:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1028.1",,"55.0",,"8.8","0.3",
"56.0","7944","2019-03-22 21:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"41.2","1.4","1028.5","38.0","56.0",,"8.8","0.6",
"43.0","10875","2019-03-22 21:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"30.4",,"1028.3","18.0","43.0",,"8.8","0.5",
"76.0","3193","2019-03-22 21:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.6","40.9","2.6","1028.1","30.0","76.0","3.6","8.8","0.3",
"46.0","10874","2019-03-22 21:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.9","14.6","3.0","1027.7","26.0","46.0","3.6","10.5",,
"47.0","3191","2019-03-22 21:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"26.9","6.2","1017.8","13.0","47.0",,,"0.4","63.6"
"53.0","3166","2019-03-22 21:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","21.4","3.0","1027.7","19.0","53.0","3.6","10.5","0.7",
"47.0","10875","2019-03-22 20:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"34.1",,"1019.4","15.0","47.0",,,"0.6","66.6"
"40.0","3191","2019-03-22 20:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"21.8","9.6","1019.2","12.0","40.0",,"10.1","0.8","66.3"
"38.0","3194","2019-03-22 20:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.4","10.8","18.8","1019.7","12.0","38.0","0.6","10.2",,"67.3"
"59.0","7944","2019-03-22 20:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"41.1","0.9","1019.4","32.0","59.0",,,"0.6","66.6"
"52.0","3189","2019-03-22 20:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","14.6","13.4","1027.6","13.0","52.0","1.9","10.5","0.4",
"53.0","10874","2019-03-22 20:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","18.7","13.4","1027.6","13.0","53.0","1.9","10.5","0.5",
"25.0","7946","2019-03-22 20:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"36.0","2.7","1028.1","25.0","24.0",,"8.8","0.2",
"48.0","3166","2019-03-22 20:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.8","15.3","1.7","1027.6","16.0","48.0","5.0","10.5","0.6",
"48.0","5724","2019-03-22 20:00:00.000","51.50735","-0.1277583","London","11.8","27.2","15.6","1027.6","16.0","48.0","5.0","10.5",,
"65.0","7945","2019-03-22 20:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"35.0",,"1028.1","23.0","65.0",,"8.8","0.3",
"76.0","3193","2019-03-22 20:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.9","40.9","3.0","1027.7","26.0","76.0","3.6","10.5","0.7",
"61.0","7949","2019-03-22 20:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.7",,"61.0",,"10.5","0.2",
"65.0","7949","2019-03-22 19:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.6",,"65.0",,"10.5","0.7",
"43.0","3191","2019-03-22 19:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"11.6","17.3","1019.8","12.0","43.0",,"10.3","1.4",
"68.0","3193","2019-03-22 19:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","33.0","3.0","1027.6","26.0","68.0","3.3","10.5","0.4",
"53.0","10874","2019-03-22 19:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.7","16.2","1.7","1027.7","33.0","53.0","4.9","10.5","4.8","80.7"
"30.0","10875","2019-03-22 19:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"24.8",,"1018.7","13.0","30.0",,"10.1","0.8","65.2"
"52.0","3166","2019-03-22 19:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.7","12.6","1.7","1027.4","14.0","52.0","4.9",,,
"51.0","7944","2019-03-22 19:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"39.8","4.1",,"16.0","51.0",,,"1.2",
"21.0","7946","2019-03-22 19:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"36.0","2.7","1027.7","21.0","24.0",,"10.5","0.5",
"57.0","3189","2019-03-22 19:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.8","14.2","11.2","1027.7","17.0","57.0","1.8","10.5","4.8","80.7"
"33.0","7944","2019-03-22 18:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"20.9","10.7","1027.4","29.0","33.0",,,"1.7",
"51.0","3194","2019-03-22 18:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.6","14.4","15.6","1019.8","15.0","51.0","0.6","10.3","1.4",
"68.0","7945","2019-03-22 18:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"27.2",,"1027.6","25.0","68.0",,"10.5",,
"53.0","3166","2019-03-22 18:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.6","18.3","1.6","1027.1","17.0","53.0","5.3",,,
"88.0","3193","2019-03-22 18:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.8","57.8","1.7","1027.7","33.0","88.0","5.0","10.5",,"80.6"
"53.0","5724","2019-03-22 18:00:00.000","51.50735","-0.1277583","London","10.6","37.8","16.0","1027.1","17.0","53.0","5.3","10.5","1.5",
"35.0","10875","2019-03-22 18:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"24.0",,"1027.4","17.0","35.0",,,"1.7",
"70.0","7949","2019-03-22 18:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.7",,"70.0",,"10.5","3.2",
"27.0","7946","2019-03-22 18:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"33.0","4.2","1027.6","27.0","24.0",,"10.5","0.4",
"61.0","10874","2019-03-22 18:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.6","17.1","1.6","1027.2","30.0","61.0","5.3","10.5","1.4",
"48.0","3191","2019-03-22 18:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"19.7","10.8","1018.7","14.0","48.0",,"10.5","1.5","66.6"
"39.0","3191","2019-03-22 17:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"17.1","13.3","1014.7","12.0","39.0",,"11.3","1.6","58.6"
"65.0","7949","2019-03-22 17:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.1",,"65.0",,"10.5","1.5",
"54.0","3166","2019-03-22 17:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.6","22.2","1.3","1027.6","18.0","54.0","6.2","14.4",,
"24.0","7946","2019-03-22 17:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"34.4","3.0","1027.7","24.0","24.0",,"10.5",,"80.6"
"49.0","7944","2019-03-22 17:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"37.2","4.4","1027.1","29.0","49.0",,,,
"46.0","10874","2019-03-22 17:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.6","14.5","1.3","1027.7","29.0","46.0","6.2","14.4",,
"45.0","3189","2019-03-22 17:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.6","9.5","15.7","1027.6","16.0","45.0","1.7","14.4",,
"40.0","3194","2019-03-22 17:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.9","18.7","11.4","1018.7","14.0","40.0","0.6","10.5","1.5","66.6"
"36.0","10875","2019-03-22 17:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"28.9",,"1027.1","17.0","36.0",,,,
"73.0","3193","2019-03-22 17:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.6","42.4","1.6","1027.6","25.0","73.0","5.3","14.4",,
"37.0","3191","2019-03-22 16:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"15.6","14.3","1021.6","12.0","37.0",,"11.3","1.8",
"52.0","3166","2019-03-22 16:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","19.6","1.8","1027.4","21.0","52.0","6.2",,,"56.5"
"57.0","7945","2019-03-22 16:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"37.8",,"1027.1","23.0","57.0",,"10.5","1.5",
"55.0","5724","2019-03-22 16:00:00.000","51.50735","-0.1277583","London","10.9","36.7","20.4","1027.5","21.0","55.0","6.2",,,
"55.0","10874","2019-03-22 16:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.9","10.6","1.8","1027.4","30.0","55.0","6.2",,,"56.5"
"55.0","3189","2019-03-22 16:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.9","9.5","17.8","1027.4","16.0","55.0","1.7",,,"56.5"
"44.0","3194","2019-03-22 16:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.5","11.1","18.2","1027.4","14.0","44.0","0.7",,,"56.5"
"63.0","7949","2019-03-22 16:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.6",,"63.0",,"14.4",,
"49.0","3189","2019-03-22 15:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.9","6.9","20.4","1027.7","16.0","49.0","1.8",,,
"61.0","7949","2019-03-22 15:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.5",,"61.0",,,,
"50.0","7944","2019-03-22 15:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"41.5","4.2","1027.6","39.0","50.0",,"14.4",,
"45.0","3194","2019-03-22 15:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.4","10.6","20.4","1027.7","15.0","45.0","0.6",,,
"31.0","10875","2019-03-22 15:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"23.3",,"1027.6","15.0","31.0",,"14.4",,
"74.0","3193","2019-03-22 15:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.9","50.7","1.8","1027.4","30.0","74.0","6.2",,,"56.5"
"48.0","3191","2019-03-22 15:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"16.9","13.7","1019.5","14.0","48.0",,"11.8","2.6","67.6"
"53.0","3166","2019-03-22 15:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.9","17.4","2.2","1027.7","22.0","53.0","5.7",,,
"57.0","10874","2019-03-22 15:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.9","16.0","2.2","1027.7","24.0","57.0","5.7",,,
"22.0","7946","2019-03-22 15:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"30.2","7.6","1027.6","22.0","24.0",,"14.4",,
"55.0","7944","2019-03-22 14:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"44.9","3.8","1027.7","43.0","55.0",,,,
"59.0","7949","2019-03-22 14:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1027.9",,"59.0",,"14.8",,"55.2"
"72.0","3193","2019-03-22 14:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.9","50.5","2.2","1027.7","30.0","72.0","5.7",,,
"62.0","7945","2019-03-22 14:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"36.7",,"1027.5","25.0","62.0",,,,
"51.0","3166","2019-03-22 14:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.2","14.2","2.2",,"15.0","51.0","5.7",,,
"42.0","10874","2019-03-22 14:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.2","12.0","2.2",,"24.0","42.0","5.7",,,
"34.0","10875","2019-03-22 14:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"21.6",,"1027.7","15.0","34.0",,,,
"50.0","3191","2019-03-22 14:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"12.5","17.9","1018.9","15.0","50.0",,,"3.3",
