"air_quality_index (aqi)","city_code (idx)","time","latitude","longitude","city_name","carbon_monoxide (co)","nitrogen_dioxide (no2)","ground_level_ozone (o3)","air_pressure (p)","coarse_particulate_matter (pm10)","fine_particulate_matter (pm2.5)","sulfur_dioxide (so2)","temperature (t)","wind_speed (w)","humidity (h)"
"39.0","3194","2019-03-22 14:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.3","8.9","22.2",,"12.0","39.0","0.7",,,
"52.0","3189","2019-03-22 14:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.2","8.8","18.4","1027.9","12.0","52.0","1.8",,,
"66.0","5724","2019-03-22 14:00:00.000","51.50735","-0.1277583","London","10.2","56.4","2.2",,"24.0","66.0","5.7",,"4.1",
"22.0","7946","2019-03-22 14:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"30.2","7.6","1027.5","22.0","24.0",,,,
"38.0","3166","2019-03-22 13:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.5","15.5","1.7","1028.5","14.0","38.0","5.4","15.5",,
"30.0","10874","2019-03-22 13:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.5","11.8","1.7","1028.5","26.0","30.0","5.4","15.5",,
"57.0","7949","2019-03-22 13:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"57.0",,,,
"46.0","3191","2019-03-22 13:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"12.2","18.8",,"13.0","46.0",,,"4.3",
"30.0","10875","2019-03-22 13:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"19.6",,"1027.9","14.0","30.0",,,,
"35.0","3189","2019-03-22 13:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.2","8.2","18.9","1028.5","15.0","35.0","1.5","15.5",,
"69.0","3193","2019-03-22 13:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.2","56.4","1.4","1028.5","25.0","69.0","6.5","15.5",,
"23.0","7946","2019-03-22 13:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"31.7","7.0","1027.7","23.0","24.0",,,,
"35.0","3194","2019-03-22 13:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.3","9.5","21.6","1028.5","13.0","35.0","0.7","15.5",,
"50.0","7944","2019-03-22 13:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.1","7.2",,"42.0","50.0",,,,
"46.0","5724","2019-03-22 12:00:00.000","51.50735","-0.1277583","London","9.5","26.9","20.4","1029.2","18.0","46.0","5.4","15.2","4.1","55.2"
"48.0","7944","2019-03-22 12:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"31.4","7.3","1028.5","46.0","48.0",,"15.5",,
"42.0","3191","2019-03-22 12:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"13.4","18.2",,"12.0","42.0",,,"4.1",
"39.0","3194","2019-03-22 12:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.4","9.9","20.4","1028.9","12.0","39.0","0.7","16.1",,
"72.0","3193","2019-03-22 12:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","9.5","52.9","1.7","1028.8","26.0","72.0","5.4","16.1",,"53.5"
"51.0","3189","2019-03-22 12:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","9.5","6.8","20.2","1028.8","13.0","51.0","1.5","16.1",,"53.5"
"46.0","3166","2019-03-22 12:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.5","16.9","2.0","1028.8","18.0","46.0","5.4","16.1",,"53.5"
"28.0","10875","2019-03-22 12:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"18.4",,"1028.5","14.0","28.0",,"15.5",,
"21.0","7946","2019-03-22 12:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"28.0","9.5",,"21.0","24.0",,,,
"46.0","7949","2019-03-22 12:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1028.6",,"46.0",,"15.5",,
"67.0","7945","2019-03-22 12:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"24.9",,,"25.0","67.0",,,,
"38.0","10874","2019-03-22 12:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.5","10.2","2.0","1028.8","26.0","38.0","5.4","16.1",,"53.5"
"45.0","3189","2019-03-22 11:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","9.5","7.9","19.3","1029.2","12.0","45.0","1.7","15.1",,"55.3"
"42.0","10874","2019-03-22 11:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.5","12.5","1.4","1029.3","22.0","42.0","5.5","15.1",,"55.3"
"41.0","3191","2019-03-22 11:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"10.7","19.9",,"12.0","41.0",,,"4.1",
"51.0","3166","2019-03-22 11:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.5","16.2","1.4","1029.2","15.0","51.0","5.5","15.1",,"55.3"
"42.0","8919","2019-03-22 11:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"24.7",,,"19.0","42.0",,,,
"61.0","7949","2019-03-22 11:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1028.9",,"61.0",,"16.1",,
"51.0","5724","2019-03-22 11:00:00.000","51.50735","-0.1277583","London","9.5","26.4","19.7","1029.4","15.0","51.0","5.5",,"3.8",
"19.0","7946","2019-03-22 11:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"27.7","9.7","1028.5","19.0","24.0",,"15.5",,
"53.0","7945","2019-03-22 10:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"26.9",,"1029.2","22.0","53.0",,"15.2",,"55.2"
"74.0","3193","2019-03-22 10:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","9.5","45.8","1.4","1029.3","22.0","74.0","5.5",,,"55.5"
"45.0","5724","2019-03-22 10:00:00.000","51.50735","-0.1277583","London","10.0","24.0","20.1","1029.7","21.0","45.0","5.5",,"3.8",
"39.0","3194","2019-03-22 10:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.3","10.5","20.1","1029.3","21.0","39.0","0.6","15.1",,"55.3"
"40.0","3189","2019-03-22 10:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","9.9","16.9","1029.7","13.0","40.0","1.7",,,"55.5"
"57.0","7949","2019-03-22 10:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.3",,"57.0",,,,"55.5"
"46.0","8919","2019-03-22 10:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"24.7",,"1029.2","20.0","46.0",,"15.2",,"55.2"
"44.0","7944","2019-03-22 10:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"45.1","5.6","1029.2","44.0","41.0",,"15.2",,"55.2"
"30.0","3191","2019-03-22 10:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"11.9","19.3",,"9.0","30.0",,,"4.1",
"45.0","3166","2019-03-22 10:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","17.0","2.8","1029.7","16.0","45.0","5.5",,,"55.5"
"20.0","10875","2019-03-22 10:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"20.5",,"1029.2","13.0","20.0",,"15.2",,"55.2"
"38.0","10874","2019-03-22 10:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","11.5","2.8","1029.7","21.0","38.0","5.5",,,"55.5"
"30.0","3191","2019-03-22 09:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"10.7","19.9",,"9.0","30.0",,,"5.1",
"32.0","3194","2019-03-22 09:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.4","9.5","20.1","1029.7","10.0","32.0","0.3","14.7",,"56.5"
"48.0","3166","2019-03-22 09:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.5","15.7","1.6","1029.7","14.0","48.0","4.5",,,
"67.0","3193","2019-03-22 09:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","45.0","2.8","1029.7","21.0","67.0","5.5",,,
"34.0","8919","2019-03-22 09:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"25.6",,"1029.4","14.0","34.0",,,,
"24.0","7946","2019-03-22 09:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"29.3","8.5","1029.2","20.0","24.0",,"15.2",,"55.2"
"30.0","10874","2019-03-22 09:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.1","12.4","2.8","1029.7","21.0","30.0","4.1","14.7",,"56.5"
"38.0","3189","2019-03-22 09:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","9.1","9.7","16.2","1029.7","13.0","38.0","1.8","14.7",,"56.5"
"39.0","7944","2019-03-22 09:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"40.2","5.7","1029.7","34.0","39.0",,,,
"18.0","10875","2019-03-22 09:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"20.4",,"1029.7","13.0","18.0",,,,
"46.0","7949","2019-03-22 09:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.7",,"46.0",,,,
"46.0","10874","2019-03-22 08:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.5","11.1","1.6","1029.7","20.0","46.0","4.5","14.1",,
"45.0","3166","2019-03-22 08:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.5","13.1","1.6","1029.7","14.0","45.0","4.5","14.1",,
"24.0","3191","2019-03-22 08:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"8.8","21.6",,"8.0","24.0",,,"4.6",
"16.0","7946","2019-03-22 08:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"28.9","8.2","1029.7","16.0","32.0",,,,"55.5"
"25.0","8919","2019-03-22 08:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"22.3",,"1029.7","12.0","25.0",,"14.7",,"56.5"
"17.0","10875","2019-03-22 08:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"22.0",,"1029.7","10.0","17.0",,"14.7",,"56.5"
"42.0","7945","2019-03-22 08:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"24.0",,"1029.7","17.0","42.0",,,,
"55.0","7949","2019-03-22 08:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.7",,"55.0",,,,
"45.0","3189","2019-03-22 08:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.5","6.2","17.7","1029.7","13.0","45.0","1.7","14.1",,
"64.0","5724","2019-03-22 08:00:00.000","51.50735","-0.1277583","London","9.1","46.8","2.8","1029.7","21.0","64.0","4.1",,"4.3",
"21.0","8919","2019-03-22 07:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"20.8",,"1029.7","14.0","21.0",,"14.2",,"57.6"
"48.0","7944","2019-03-22 07:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"35.4","6.8","1029.7","48.0","29.0",,"14.7",,"56.5"
"18.0","10875","2019-03-22 07:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"21.0",,"1029.7","11.0","18.0",,"14.2",,"57.6"
"23.0","3191","2019-03-22 07:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"8.5","21.5",,"7.0","23.0",,,"4.3",
"40.0","3189","2019-03-22 07:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","8.7","2.4","22.0","1029.7","9.0","40.0","1.7","13.3",,
"15.0","7946","2019-03-22 07:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"28.0","7.4","1029.7","15.0","32.0",,"14.7",,"56.5"
"50.0","7949","2019-03-22 07:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.7",,"50.0",,"13.8",,
"42.0","10874","2019-03-22 07:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.1","8.3","6.2","1029.7","21.0","42.0","3.1","13.3",,
"38.0","3194","2019-03-22 07:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.1","7.7","20.3","1029.7","10.0","38.0","0.3","14.1",,
"63.0","3193","2019-03-22 07:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.5","46.8","1.6","1029.7","20.0","63.0","4.5","14.1",,
"50.0","3166","2019-03-22 07:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.1","9.1","6.2","1029.7","14.0","50.0","3.1","13.3",,
"42.0","7944","2019-03-22 06:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"37.1","5.2","1029.7","30.0","42.0",,"13.5",,
"20.0","10875","2019-03-22 06:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"18.0",,"1029.7","11.0","20.0",,"13.5",,
"42.0","7949","2019-03-22 06:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.7",,"42.0",,"13.3",,
"63.0","5724","2019-03-22 06:00:00.000","51.50735","-0.1277583","London","8.7","33.4","3.6","1029.7","21.0","63.0","3.2","13.5","3.3",
"13.0","7946","2019-03-22 06:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"22.5","9.5","1029.7","13.0","32.0",,"14.2",,"57.6"
"42.0","10874","2019-03-22 06:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","7.3","5.8","10.3","1029.8","20.0","42.0","2.2","13.8",,"58.3"
"51.0","7945","2019-03-22 06:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"21.3",,"1029.7","17.0","51.0",,"14.1",,
"53.0","3166","2019-03-22 06:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.3","1.8","10.3","1029.8","15.0","53.0","2.2","13.8",,
"40.0","3191","2019-03-22 06:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"5.8","22.2",,"10.0","40.0",,,"4.6",
"46.0","3194","2019-03-22 06:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.1","3.3","24.1","1029.8","12.0","46.0","0.3","13.8",,
"21.0","8919","2019-03-22 06:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"19.7",,"1029.7","14.0","21.0",,"13.5",,
"45.0","3191","2019-03-22 05:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"2.9","24.0",,"12.0","45.0",,,"4.6",
"52.0","3189","2019-03-22 05:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","7.3","1.0","23.5","1029.8","13.0","52.0","1.8","13.8",,"58.3"
"28.0","7944","2019-03-22 05:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"25.3","9.8","1029.8","16.0","28.0",,"13.8",,
"47.0","3194","2019-03-22 05:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.1","2.9","23.4","1029.8","13.0","47.0","0.3","13.8",,
"51.0","3166","2019-03-22 05:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","6.6","0.8","10.3","1029.8","14.0","51.0","1.5","13.8",,
"63.0","3193","2019-03-22 05:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.3","26.2","10.3","1029.8","20.0","63.0","2.2","13.8",,
"59.0","7949","2019-03-22 05:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.8",,"59.0",,"13.8",,
"22.0","10875","2019-03-22 04:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"11.3",,"1029.8","12.0","22.0",,"13.8",,
"50.0","7949","2019-03-22 04:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1029.7",,"50.0",,"13.8",,
"17.0","10874","2019-03-22 04:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","6.6","6.6","10.3","1029.7","17.0","50.0","1.5","13.8",,
"18.0","7946","2019-03-22 04:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"12.3","17.5","1029.8","12.0","32.0",,"13.8",,
"48.0","7945","2019-03-22 04:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"9.1",,"1029.8","12.0","48.0",,"13.8",,
"20.0","7944","2019-03-22 04:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"14.6","13.5","1029.7","14.0","20.0",,"13.8",,
"59.0","3193","2019-03-22 04:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","6.6","18.2","10.3","1029.7","17.0","59.0","1.5","13.8",,
"48.0","5724","2019-03-22 04:00:00.000","51.50735","-0.1277583","London","6.6","18.1","10.3","1029.7","12.0","48.0","1.5","13.8","3.3",
"34.0","8919","2019-03-22 04:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"12.4",,"1029.8","11.0","34.0",,"13.8",,
"17.0","10875","2019-03-22 03:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"9.6",,,"11.0","17.0",,"14.1",,
"52.0","3166","2019-03-22 03:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.3","0.8","4.6","1030.1","14.0","52.0","2.2","14.4",,
"38.0","3189","2019-03-22 03:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","6.4","1.2","22.8",,"13.0","38.0","1.7",,,"57.3"
"16.0","7946","2019-03-22 03:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"13.7","15.6","1029.7","13.0","32.0",,"13.8",,
"47.0","3194","2019-03-22 03:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","2.8","3.5","22.5",,"12.0","47.0","0.3","14.1",,
"55.0","7949","2019-03-22 03:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"55.0",,"14.1",,
"38.0","8919","2019-03-22 03:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"12.6",,"1029.7","14.0","38.0",,"13.8",,
"20.0","7944","2019-03-22 03:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"8.0","17.1",,"17.0","20.0",,"14.1",,
"34.0","3191","2019-03-22 03:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"2.8","9.8",,"14.0","34.0",,,"4.6",
"59.0","3193","2019-03-22 03:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","6.4","18.1","10.3",,"17.0","59.0","1.6","14.1",,
"15.0","7946","2019-03-22 02:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"13.9","14.8","1030.4","13.0","32.0",,"14.7",,
"47.0","3166","2019-03-22 02:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","7.3","0.8","4.6","1030.5","13.0","47.0","2.2",,,
"63.0","3193","2019-03-22 02:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.3","19.6","4.6","1030.4","18.0","63.0","2.2","14.7",,
"50.0","7949","2019-03-22 02:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1030.5",,"50.0",,,,
"56.0","7945","2019-03-22 02:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"6.4",,"1030.1","16.0","56.0",,"14.4",,
"21.0","8919","2019-03-22 02:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"11.4",,,"13.0","21.0",,"14.1",,
"25.0","7944","2019-03-22 02:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"13.7","11.4","1030.4","21.0","25.0",,"14.7",,
"56.0","5724","2019-03-22 02:00:00.000","51.50735","-0.1277583","London","7.3","10.1","4.6","1030.5","16.0","56.0","2.2",,"3.3",
"20.0","10875","2019-03-22 02:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"10.8",,"1030.4","13.0","20.0",,"14.7",,
"30.0","7944","2019-03-22 01:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"14.1","9.2","1030.6","26.0","30.0",,,,
"53.0","3189","2019-03-22 01:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","7.3","4.0","18.2","1030.6","13.0","53.0","1.7",,,
"59.0","3193","2019-03-22 01:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","7.3","25.0","4.6","1030.6","21.0","59.0","2.2",,,
"20.0","10875","2019-03-22 01:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"14.0",,"1030.6","13.0","20.0",,,,
"30.0","8919","2019-03-22 01:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"13.9",,"1030.6","15.0","30.0",,,,
